5	0	1	178.36	1027.77
5	1	1	143.64	867.991
5	2	1	135.53	819.978
5	3	1	156	631.683
5	4	1	169.16	776.241
5	5	1	134.37	755.206
5	6	1	204.8	1167.38
5	7	1	218.55	1308.23
5	8	1	168.05	896.362
5	9	1	151.3	950.597
5	10	1	123.17	549.065
5	11	1	174.22	996.18
5	12	1	188.3	1206.76
5	13	1	170.81	1043.42
5	14	1	212.95	1352.93
5	15	1	218.58	749.293
5	16	1	182.93	848.984
5	17	1	157.92	881.87
5	18	1	134.03	643.53
5	19	1	212.74	1129.13
5	20	1	179.9	878.98
5	21	1	159.23	711.977
5	22	1	191.42	1168.42
5	23	1	200.63	1145.22
5	24	1	199.62	1231.02
5	25	1	223.55	1368.41
5	26	1	187.64	1204.29
5	27	1	142.35	824.245
5	28	1	132.55	720.718
5	29	1	136.25	662.177
10	0	1	369.57	2343.4
10	1	1	271.82	1327.81
10	2	1	263.39	1632.96
10	3	1	281.13	1429.14
10	4	1	253.63	1473.49
10	5	1	325.27	1635.67
10	6	1	340.4	1774.2
10	7	1	234.63	1418.48
10	8	1	373.62	2592.47
10	9	1	253.08	1245.9
10	10	1	452.99	3281.25
10	11	1	427.84	3084.05
10	12	1	223.12	1271.4
10	13	1	428.06	3056.55
10	14	1	471.95	1953.21
10	15	1	229.02	1407.14
10	16	1	384.69	2695.97
10	17	1	373.5	2440.22
10	18	1	471.49	2230.97
10	19	1	401.18	2571.75
10	20	1	245.33	1348.32
10	21	1	235.99	1142.51
10	22	1	342.61	1979.66
10	23	1	433.44	3125.62
10	24	1	290.43	1898.61
10	25	1	430.2	3048.36
10	26	1	269.74	1638.1
10	27	1	236.33	1361.63
10	28	1	256.95	1638.86
10	29	1	297.57	1445.5
15	0	1	481.44	2872.49
15	1	1	439.34	2922.73
15	2	1	608.5	2515.94
15	3	1	465.26	3225.18
15	4	1	334.26	2115.17
15	5	1	408.36	2283.23
15	6	1	464.67	2678.24
15	7	1	390.45	2558.54
15	8	1	456.62	3125.29
15	9	1	306.59	1821.19
15	10	1	344.67	1711.1
15	11	1	621.9	4477.36
15	12	1	307.8	1695.52
15	13	1	395.67	2126.77
15	14	1	466.04	1894.35
15	15	1	343.61	2205.31
15	16	1	491.06	3189.07
15	17	1	458.55	3174.89
15	18	1	606.72	4516.54
15	19	1	411.09	2163.77
15	20	1	431.99	2178.84
15	21	1	336.07	1630.8
15	22	1	608	4498.12
15	23	1	634.79	4732.27
15	24	1	304.39	1571.12
15	25	1	607.4	4491.76
15	26	1	617.14	2563.06
15	27	1	561.45	3923.76
15	28	1	499.77	3475.87
15	29	1	520.31	2084.17
20	0	1	405.44	1832.01
20	1	1	576.59	2614.06
20	2	1	698.44	5031.26
20	3	1	397.44	1802.25
20	4	1	427.61	2295.1
20	5	1	626.27	2556.84
20	6	1	530.66	2680.16
20	7	1	592.95	4235.09
20	8	1	447.02	2474.23
20	9	1	445.08	2469.21
20	10	1	684.78	4824.96
20	11	1	694.29	4935.44
20	12	1	417.99	2447.43
20	13	1	423.93	2714.01
20	14	1	703.89	5228.74
20	15	1	587.54	3974.67
20	16	1	684.38	2942.51
20	17	1	677.07	4956.68
20	18	1	690.53	4944.76
20	19	1	625.68	3779.09
20	20	1	689.51	4584.4
20	21	1	383.16	1822.5
20	22	1	439.5	2793.19
20	23	1	444.79	2495.21
20	24	1	503.57	2647.83
20	25	1	356.42	1803.45
20	26	1	440.12	2188.65
20	27	1	368.59	1998.73
20	28	1	555.2	3035.76
20	29	1	531	3647.95
5	0	2	194.41	1258.05
5	1	2	141.21	762.881
5	2	2	123.31	644.752
5	3	2	165.08	889.972
5	4	2	233.58	1618.01
5	5	2	125.14	596.439
5	6	2	171.2	958.904
5	7	2	185.65	1008.39
5	8	2	144.94	867.285
5	9	2	160.6	948.787
5	10	2	160.6	731.473
5	11	2	192.56	1256.13
5	12	2	154.35	964.832
5	13	2	144.04	717.004
5	14	2	175.18	891.022
5	15	2	145.21	946.049
5	16	2	200.15	1304.71
5	17	2	191.57	1091.53
5	18	2	188.8	1218.63
5	19	2	154.58	767.886
5	20	2	144.68	837.207
5	21	2	125.72	715.566
5	22	2	156.64	948.269
5	23	2	159.25	979.381
5	24	2	178.41	891.308
5	25	2	163.49	955.395
5	26	2	209.62	1409.54
5	27	2	198.81	1264.64
5	28	2	150.65	844.334
5	29	2	134.75	783.864
10	0	2	300.34	1985.4
10	1	2	252.75	1569.95
10	2	2	268.02	1670.51
10	3	2	231.76	1295.18
10	4	2	312.93	1520.86
10	5	2	290.31	1720.35
10	6	2	248.68	1551.94
10	7	2	292.75	1978.42
10	8	2	192.2	935.302
10	9	2	423.21	3081.24
10	10	2	302.51	1340.77
10	11	2	233.44	1451.25
10	12	2	290.4	1345.4
10	13	2	298.06	1636.85
10	14	2	318.15	1926.74
10	15	2	353.94	2385.67
10	16	2	334.73	1851.75
10	17	2	300.78	1699.32
10	18	2	232.37	1406.06
10	19	2	356.53	2131.54
10	20	2	255.51	1238.87
10	21	2	293.62	1760.45
10	22	2	253.16	1008.12
10	23	2	282.69	1690.61
10	24	2	269.02	1575.78
10	25	2	326.22	2236.01
10	26	2	299.54	1743.17
10	27	2	216.59	1248.33
10	28	2	259.68	1509.5
10	29	2	318.26	2066.22
15	0	2	551.21	3899.34
15	1	2	433.91	2906.18
15	2	2	504.1	3451.16
15	3	2	548.6	3867.49
15	4	2	359.68	1753.98
15	5	2	457.45	2616.7
15	6	2	414.62	2241.32
15	7	2	502.98	3518.54
15	8	2	381.15	2353.67
15	9	2	318.99	1522.16
15	10	2	450.3	3115.04
15	11	2	374.46	1952.41
15	12	2	378.71	1943.27
15	13	2	266.85	1255.45
15	14	2	336.74	2117.48
15	15	2	358.16	1920.3
15	16	2	586.13	4299.46
15	17	2	360.79	1833.99
15	18	2	594.55	4320.16
15	19	2	470.63	3209.95
15	20	2	480.12	3170.59
15	21	2	362.89	1836.03
15	22	2	311.92	1566.5
15	23	2	371.81	2432.91
15	24	2	357.07	1922.06
15	25	2	355.17	2244.49
15	26	2	454.22	3093.47
15	27	2	531.77	3825.34
15	28	2	390.84	2125.29
15	29	2	548.1	3614.01
20	0	2	500.76	2758.72
20	1	2	475.46	2755.83
20	2	2	505.89	3237.2
20	3	2	670.51	4756.9
20	4	2	620.34	3438.69
20	5	2	484.54	2668.31
20	6	2	397.54	1964.07
20	7	2	589.81	3953.21
20	8	2	585.34	4096.92
20	9	2	486.45	3191.33
20	10	2	649.91	4593.92
20	11	2	597.41	4076.44
20	12	2	632.69	4300.54
20	13	2	528.23	2957.42
20	14	2	590.79	4119.62
20	15	2	521.13	2691.83
20	16	2	507.1	2558.24
20	17	2	352.35	1696.93
20	18	2	786.38	5834.6
20	19	2	580.58	3476.17
20	20	2	666.27	4674.17
20	21	2	524.02	3142.79
20	22	2	486.5	3070.57
20	23	2	545.09	3713.48
20	24	2	527.45	2914.01
20	25	2	652.86	4554.63
20	26	2	514.34	2962.73
20	27	2	396.08	2042.75
20	28	2	452.92	2581.79
20	29	2	464.13	3047
5	0	3	125.14	623.907
5	1	3	178.9	1266.75
5	2	3	157.75	715.263
5	3	3	140.94	637.216
5	4	3	161.39	693.07
5	5	3	155.21	705.555
5	6	3	153.57	1054.09
5	7	3	179.98	933.475
5	8	3	171.99	938.642
5	9	3	112.86	482.18
5	10	3	136.67	603.852
5	11	3	182.26	1134.69
5	12	3	144.05	699.039
5	13	3	180.84	1006.04
5	14	3	153.36	898.492
