5	0	1	174.92	979.007
5	1	1	143.36	872.366
5	2	1	137.4	835.222
5	3	1	156.32	646.653
5	4	1	169.76	784.056
5	5	1	133.54	752.158
5	6	1	207.26	1189.06
5	7	1	218.32	1309.67
5	8	1	167.63	897.389
5	9	1	152.13	961.383
5	10	1	124.3	564.66
5	11	1	175.63	1006.68
5	12	1	190.15	1230.49
5	13	1	170.3	1031.95
5	14	1	214.07	1367.78
5	15	1	217.61	742.159
5	16	1	184.21	871.998
5	17	1	158.78	890.725
5	18	1	133.98	642.246
5	19	1	213.7	1125.32
5	20	1	181.11	891.729
5	21	1	158.88	705.271
5	22	1	187.55	1121.56
5	23	1	204.37	1180.63
5	24	1	202.12	1264.71
5	25	1	221.2	1327.8
5	26	1	186.79	1207.22
5	27	1	144.2	854.981
5	28	1	133.19	731.281
5	29	1	137.3	673.098
10	0	1	370.35	2357.14
10	1	1	277.96	1400.93
10	2	1	261.99	1627.63
10	3	1	280.37	1412.49
10	4	1	257.01	1497.67
10	5	1	324.86	1623.85
10	6	1	344.73	1802.35
10	7	1	237.09	1433.99
10	8	1	374.66	2602.96
10	9	1	251.57	1223.95
10	10	1	457.46	3314.9
10	11	1	418.78	2957.61
10	12	1	223.93	1277.1
10	13	1	432.47	3074.66
10	14	1	476.48	2089.53
10	15	1	226.31	1379.85
10	16	1	379.11	2593.3
10	17	1	361.43	2292.88
10	18	1	452.68	1973.77
10	19	1	412.39	2696.75
10	20	1	245.58	1345.86
10	21	1	243.49	1214.88
10	22	1	339.79	1932.59
10	23	1	427.75	3031.56
10	24	1	293	1902.48
10	25	1	430.51	3061.91
10	26	1	273.07	1661.44
10	27	1	238.27	1355.67
10	28	1	253.53	1573.27
10	29	1	293.61	1443.49
15	0	1	476.64	2809.93
15	1	1	438.68	2892.97
15	2	1	600.93	2353.48
15	3	1	472.41	3318.81
15	4	1	335.05	2100.54
15	5	1	410.03	2315.25
15	6	1	467.08	2704.24
15	7	1	394.47	2596.8
15	8	1	466.31	3250.53
15	9	1	308.05	1831.13
15	10	1	348.82	1757.23
15	11	1	631.31	4569.94
15	12	1	307.62	1661.06
15	13	1	398.16	2122.3
15	14	1	463.91	1850.84
15	15	1	337.66	2095.16
15	16	1	485.63	3125.38
15	17	1	458.36	3141.37
15	18	1	608.28	4502.17
15	19	1	409.13	2110.68
15	20	1	431.43	2181.19
15	21	1	341.01	1655.25
15	22	1	615.77	4580.18
15	23	1	632.95	4734.13
15	24	1	308.75	1593.92
15	25	1	608.33	4484.44
15	26	1	606.38	2500.26
15	27	1	556.85	3829.44
15	28	1	494.97	3429.77
15	29	1	518.03	2092.99
20	0	1	400.84	1790.88
20	1	1	577.08	2609.7
20	2	1	697.66	5008.12
20	3	1	392.59	1760.18
20	4	1	435.47	2339.42
20	5	1	613.04	2459.33
20	6	1	532.73	2709.74
20	7	1	587.99	4139.77
20	8	1	444.29	2421.39
20	9	1	446.97	2510.59
20	10	1	680.34	4718.19
20	11	1	711.15	5123.63
20	12	1	418.21	2406.55
20	13	1	427.26	2730.36
20	14	1	703.99	5198.56
20	15	1	587.11	3992.79
20	16	1	676.25	2898.82
20	17	1	679.15	4956.17
20	18	1	684.24	4924.78
20	19	1	638.25	3987.48
20	20	1	694.01	4639.31
20	21	1	383.91	1858.6
20	22	1	438.83	2715.45
20	23	1	446.96	2545.21
20	24	1	511.53	2725.85
20	25	1	360.82	1842.56
20	26	1	438.01	2150.73
20	27	1	371.2	1988.53
20	28	1	558.71	3063.47
20	29	1	528.09	3600.99
5	0	2	191.77	1213.9
5	1	2	142.24	765.266
5	2	2	121.88	627.578
5	3	2	147.01	782.602
5	4	2	225.19	1510.19
5	5	2	124.9	591.916
5	6	2	170.88	970.918
5	7	2	184.65	1010.02
5	8	2	144.85	874.657
5	9	2	160.27	924.232
5	10	2	159.2	736.516
5	11	2	191.55	1244.78
5	12	2	155.26	973.278
5	13	2	141.72	700.18
5	14	2	174.47	883.131
5	15	2	144.51	927.697
5	16	2	200.99	1310.81
5	17	2	187.49	1044.05
5	18	2	188.85	1227.59
5	19	2	154.08	762.231
5	20	2	143.6	826.37
5	21	2	124.96	702.35
5	22	2	157.96	965.575
5	23	2	159.74	984.143
5	24	2	178.26	896.375
5	25	2	161.59	1010.39
5	26	2	210.46	1426.75
5	27	2	195.9	1228.87
5	28	2	132.42	611.427
5	29	2	135.77	800.628
10	0	2	299.37	2001.95
10	1	2	253.97	1565.66
10	2	2	272.14	1725.88
10	3	2	233.62	1335.5
10	4	2	309.74	1483.81
10	5	2	291.3	1722.28
10	6	2	248.93	1546.94
10	7	2	295	1962.08
10	8	2	188.16	885.729
10	9	2	422.9	2997.6
10	10	2	272.69	1115.86
10	11	2	237.34	1488.9
10	12	2	287.1	1328.85
10	13	2	297.71	1628.26
10	14	2	320.67	1970.8
10	15	2	364.36	2521.54
10	16	2	331.74	1803.7
10	17	2	309.53	1783.47
10	18	2	229.11	1383.41
10	19	2	357.08	2143.36
10	20	2	253.69	1207.19
10	21	2	292.86	1721.08
10	22	2	243.7	1038.36
10	23	2	284.22	1699.52
10	24	2	273.53	1610.22
10	25	2	322.75	2209.76
10	26	2	308.95	1841.93
10	27	2	214.18	1230.03
10	28	2	256.14	1482.32
10	29	2	318.21	2080.87
