5	0	1	185.94
5	1	1	151.95
5	2	1	138.55
5	3	1	120.61
5	4	1	155.1
5	5	1	138.08
5	6	1	215.1
5	7	1	231.85
5	8	1	160.46
5	9	1	151.31
5	10	1	115.17
5	11	1	178.77
5	12	1	209.42
5	13	1	172.16
5	14	1	212.09
5	15	1	156.89
5	16	1	168.03
5	17	1	160.72
5	18	1	125.25
5	19	1	224.21
5	20	1	167.32
5	21	1	142.81
5	22	1	193.28
5	23	1	215.41
5	24	1	213.46
5	25	1	237.81
5	26	1	192.37
5	27	1	140.8
5	28	1	127.93
5	29	1	126.6
10	0	1	398.57
10	1	1	227.94
10	2	1	276.34
10	3	1	206.72
10	4	1	253.72
10	5	1	279.08
10	6	1	323.71
10	7	1	228.48
10	8	1	397.99
10	9	1	229.65
10	10	1	473.44
10	11	1	448.19
10	12	1	215.43
10	13	1	442.2
10	14	1	224.75
10	15	1	211.97
10	16	1	387.88
10	17	1	399.01
10	18	1	210.54
10	19	1	427.67
10	20	1	235.12
10	21	1	177.81
10	22	1	340.83
10	23	1	464.02
10	24	1	286.12
10	25	1	424.29
10	26	1	274.46
10	27	1	232.74
10	28	1	255.4
10	29	1	283.06
15	0	1	495.69
15	1	1	465.6
15	2	1	213.55
15	3	1	466.77
15	4	1	312.83
15	5	1	381.67
15	6	1	446.8
15	7	1	399.63
15	8	1	452.32
15	9	1	290.01
15	10	1	290.82
15	11	1	704.69
15	12	1	286.46
15	13	1	359.17
15	14	1	169.22
15	15	1	331.14
15	16	1	506.71
15	17	1	474.98
15	18	1	608.82
15	19	1	290
15	20	1	309.4
15	21	1	223.88
15	22	1	658.93
15	23	1	637.5
15	24	1	261.73
15	25	1	620
15	26	1	206.33
15	27	1	629.92
15	28	1	501.65
15	29	1	204.16
20	0	1	251.63
20	1	1	228.44
20	2	1	777.28
20	3	1	222.36
20	4	1	282.05
20	5	1	218.09
20	6	1	346.68
20	7	1	592.46
20	8	1	394.57
20	9	1	397.29
20	10	1	749.64
20	11	1	742.48
20	12	1	403.38
20	13	1	395.09
20	14	1	732.78
20	15	1	596.62
20	16	1	279.92
20	17	1	695.96
20	18	1	731.7
20	19	1	607.13
20	20	1	737.66
20	21	1	232.56
20	22	1	419.74
20	23	1	385.62
20	24	1	260.36
20	25	1	280.59
20	26	1	303.84
20	27	1	306.16
20	28	1	449.9
20	29	1	517.35
5	0	2	191.41
5	1	2	177.99
5	2	2	143.57
5	3	2	164.48
5	4	2	237.95
5	5	2	140.1
5	6	2	192.35
5	7	2	207.26
5	8	2	141
5	9	2	162.05
5	10	2	152.79
5	11	2	197.88
5	12	2	153.31
5	13	2	146.8
5	14	2	199.36
5	15	2	134.37
5	16	2	209.53
5	17	2	198.61
5	18	2	196.63
5	19	2	147.97
5	20	2	159.78
5	21	2	142.66
5	22	2	174.22
5	23	2	152.6
5	24	2	167.74
5	25	2	167.85
5	26	2	218.75
5	27	2	199.98
5	28	2	139.65
5	29	2	147.91
10	0	2	313.16
10	1	2	258.1
10	2	2	295.64
10	3	2	212.33
10	4	2	252.16
10	5	2	306.71
10	6	2	250.16
10	7	2	289.69
10	8	2	153.68
10	9	2	443.47
10	10	2	153.2
10	11	2	230.45
10	12	2	243.08
10	13	2	294.56
10	14	2	327.82
10	15	2	392.15
10	16	2	296.34
10	17	2	301.72
10	18	2	242.71
10	19	2	392.89
10	20	2	241.1
10	21	2	280.3
10	22	2	152.24
10	23	2	304.62
10	24	2	267.04
10	25	2	320.85
10	26	2	300.34
10	27	2	228.66
10	28	2	250.77
10	29	2	312.72
15	0	2	616.82
15	1	2	417.81
15	2	2	512.15
15	3	2	596.22
15	4	2	252.25
15	5	2	452.81
15	6	2	328.67
15	7	2	527.36
15	8	2	380.34
15	9	2	221.91
15	10	2	459.85
15	11	2	329.68
15	12	2	322.56
15	13	2	246.95
15	14	2	327.84
15	15	2	291.25
15	16	2	606.11
15	17	2	296.68
15	18	2	641.43
15	19	2	482
15	20	2	525.15
15	21	2	272.12
15	22	2	245.14
15	23	2	380.35
15	24	2	315.02
15	25	2	377.03
15	26	2	469.6
15	27	2	550.29
15	28	2	361.56
15	29	2	620.97
20	0	2	416.64
20	1	2	467.47
20	2	2	520.15
20	3	2	782.36
20	4	2	440.2
20	5	2	439.03
20	6	2	285.71
20	7	2	637.68
20	8	2	619.99
20	9	2	531.6
20	10	2	671.97
20	11	2	590.15
20	12	2	730.77
20	13	2	414.51
20	14	2	588.83
20	15	2	339.56
20	16	2	312.33
20	17	2	232.65
20	18	2	866.74
20	19	2	531.33
20	20	2	712.65
20	21	2	572.15
20	22	2	521.07
20	23	2	576.81
20	24	2	488.77
20	25	2	704.53
20	26	2	474.68
20	27	2	280.71
20	28	2	422.32
20	29	2	480.6
5	0	3	121.99
5	1	3	173.98
5	2	3	168.78
5	3	3	163.35
5	4	3	162.92
5	5	3	159.78
5	6	3	143.72
5	7	3	185.24
5	8	3	171.04
5	9	3	109.27
5	10	3	144.01
5	11	3	201.95
5	12	3	130.4
5	13	3	192.55
5	14	3	152.24
5	15	3	211.75
5	16	3	185.76
5	17	3	203.72
5	18	3	181.73
5	19	3	187.44
5	20	3	187.63
5	21	3	168.23
5	22	3	218.39
5	23	3	170.53
5	24	3	216.88
5	25	3	213.26
5	26	3	176.44
5	27	3	167.34
5	28	3	206.76
5	29	3	250.13
10	0	3	240.22
10	1	3	257.36
10	2	3	209.99
10	3	3	237.73
10	4	3	312.32
10	5	3	238.86
10	6	3	335.92
10	7	3	248.88
10	8	3	302.49
10	9	3	273.53
10	10	3	298.78
10	11	3	188.87
10	12	3	315.54
10	13	3	349.46
10	14	3	404.33
10	15	3	271.28
10	16	3	264.58
10	17	3	320.93
10	18	3	251.41
10	19	3	203.69
10	20	3	352.19
10	21	3	356.72
10	22	3	269.27
10	23	3	274.07
10	24	3	265.73
10	25	3	299.97
10	26	3	384.34
10	27	3	314.55
10	28	3	354.76
10	29	3	284.62
15	0	3	335.89
15	1	3	504.29
15	2	3	405.37
15	3	3	533.5
15	4	3	377.01
15	5	3	376.92
15	6	3	436.25
15	7	3	350.07
15	8	3	300.22
15	9	3	431.62
15	10	3	425.31
15	11	3	465.14
15	12	3	474.12
15	13	3	496.96
15	14	3	456.86
15	15	3	387.49
15	16	3	480.92
15	17	3	550.74
15	18	3	344.51
15	19	3	230.39
15	20	3	599.51
15	21	3	432.63
15	22	3	328.92
15	23	3	539.64
15	24	3	419.19
15	25	3	316.01
15	26	3	276.87
15	27	3	449.83
15	28	3	475.07
15	29	3	467.03
20	0	3	389.72
20	1	3	501.66
20	2	3	365.53
20	3	3	723.58
20	4	3	615.78
20	5	3	531.99
20	6	3	562.97
20	7	3	484.2
20	8	3	766.76
20	9	3	633.43
20	10	3	575.02
20	11	3	621.88
20	12	3	381.8
20	13	3	500.29
20	14	3	719.7
20	15	3	491.54
20	16	3	312.68
20	17	3	342.11
20	18	3	495.21
20	19	3	459.06
20	20	3	651.82
20	21	3	461.87
20	22	3	437.79
20	23	3	440.13
20	24	3	482.06
20	25	3	673.99
20	26	3	535.09
20	27	3	426.89
