10	0	439.31
10	1	418.28
10	2	459.48
10	3	518.89
10	4	498.48
10	5	469.32
10	6	411.4
10	7	545.34
10	8	458.08
10	9	423.89
10	10	496.64
10	11	502.15
10	12	379.88
10	13	484.06
10	14	489.58
10	15	463.01
10	16	393.82
10	17	370.71
10	18	428.45
10	19	428.19
10	20	388.11
10	21	460.27
10	22	451.41
10	23	610.27
10	24	481.42
10	25	497.7
10	26	496.84
10	27	483.95
10	28	561.97
10	29	532.71
10	30	383.97
10	31	468.06
10	32	494.69
10	33	431.42
10	34	453.31
10	35	428.12
10	36	521.98
10	37	539.78
10	38	508.52
10	39	516.27
10	40	341.93
10	41	530.28
10	42	376.21
10	43	441.59
10	44	467.78
10	45	496.72
10	46	308.14
10	47	480.38
10	48	446.76
10	49	381.68
10	50	407.42
10	51	418.49
10	52	405.1
10	53	526.9
10	54	432.54
10	55	421.6
10	56	433.31
10	57	454.12
10	58	539.52
10	59	473.95
10	60	409.41
10	61	404.54
10	62	427.31
10	63	537.8
10	64	471.77
10	65	542.32
10	66	444.9
10	67	538.8
10	68	398.67
10	69	543.16
10	70	555.63
10	71	544.79
10	72	367.18
10	73	470.76
10	74	546.68
10	75	400.65
10	76	524.83
10	77	495.17
10	78	389.01
10	79	563.78
10	80	515.75
10	81	526.03
10	82	547.47
10	83	501.77
10	84	558.22
10	85	474.13
10	86	426.25
10	87	471.67
10	88	414.8
10	89	443.26
10	90	578.8
10	91	474.8
10	92	403.2
10	93	492.25
10	94	499.16
10	95	452.64
10	96	480.42
10	97	495.99
10	98	413.72
10	99	519.16
15	0	638.05
15	1	668.15
15	2	688.22
15	3	514.18
15	4	751.51
15	5	680.67
15	6	707.03
15	7	652.47
15	8	645.64
15	9	738.5
15	10	628.56
15	11	603.35
15	12	625.84
15	13	601.7
15	14	563.04
15	15	726.86
15	16	718.44
15	17	682.75
15	18	682.12
15	19	678.32
15	20	659.89
15	21	626.38
15	22	657.36
15	23	683.39
15	24	680.31
15	25	669.52
15	26	665.79
15	27	648.22
15	28	624.29
15	29	625.35
15	30	601.18
15	31	588.77
15	32	593.04
15	33	670.28
15	34	587.93
15	35	656.31
15	36	684.47
15	37	657.42
15	38	587.67
15	39	762.1
15	40	552.06
15	41	583.42
15	42	674.81
15	43	664.88
15	44	575.4
15	45	648.87
15	46	625.93
15	47	701.44
15	48	727.31
15	49	666.22
15	50	684.94
15	51	637.56
15	52	729.29
15	53	739.72
15	54	544.65
15	55	654.41
15	56	581.63
15	57	620.78
15	58	680.49
15	59	675.64
15	60	702.4
15	61	700.97
15	62	571.92
15	63	607.58
15	64	639.21
15	65	631.05
15	66	674.83
15	67	626.68
15	68	659.94
15	69	520.03
15	70	733.92
15	71	714.21
15	72	623.18
15	73	593.88
15	74	680.63
15	75	625.54
15	76	650.24
15	77	599.97
15	78	661.52
15	79	681.92
15	80	611.24
15	81	720.07
15	82	687.68
15	83	682.24
15	84	572.29
15	85	727.02
15	86	669.69
15	87	620.89
15	88	566.63
15	89	552.3
15	90	601.14
15	91	552.6
15	92	592.57
15	93	603.37
15	94	638.16
15	95	617.94
15	96	512.51
15	97	649.27
15	98	676.3
15	99	767.58
20	0	794.68
20	1	779.12
20	2	828.67
20	3	771.67
20	4	888.86
20	5	864.74
20	6	814.16
20	7	887.16
20	8	858.1
20	9	741.38
20	10	980.53
20	11	762.66
20	12	819.65
20	13	873.09
20	14	924.81
20	15	915.53
20	16	857.24
20	17	904.16
20	18	929.39
20	19	793.99
20	20	824.95
20	21	880.64
20	22	817.8
20	23	771.02
20	24	826.91
20	25	803.47
20	26	788.87
20	27	960.42
20	28	847.57
20	29	843.51
20	30	853.23
20	31	814.65
20	32	904.06
20	33	887.2
20	34	846.7
20	35	756.58
20	36	820
20	37	915.06
20	38	860.77
20	39	752.62
20	40	805.85
20	41	861.29
20	42	764.48
20	43	762.36
20	44	686.96
20	45	720.59
20	46	783.91
20	47	848.94
20	48	745.83
20	49	862.25
20	50	777.63
20	51	806.21
20	52	853.81
20	53	814.33
20	54	913.12
20	55	822.67
20	56	903.13
20	57	822.16
20	58	839.38
20	59	837.98
20	60	994.41
20	61	801.78
20	62	844.36
20	63	742.2
20	64	865.09
20	65	864.89
20	66	808.5
20	67	951.08
20	68	692.06
20	69	791.39
20	70	772.7
20	71	889.02
20	72	891.52
20	73	916.45
20	74	881.99
20	75	770.52
20	76	874.24
20	77	683.22
20	78	796.67
20	79	736.41
20	80	1015.24
20	81	732.33
20	82	862.7
20	83	889.33
20	84	823.87
20	85	842.99
20	86	808.82
20	87	857.72
20	88	847.33
20	89	833.17
20	90	746.48
20	91	816.49
20	92	810.26
20	93	927.86
20	94	826.44
20	95	730.2
20	96	845.24
20	97	806.03
20	98	896.01
20	99	821.11
