5	0	672.58
5	1	600.94
5	2	736.08
5	3	806.02
5	4	674.7
5	5	1017.14
5	6	1017.43
5	7	876.58
5	8	754.51
5	9	680.57
5	10	581.28
5	11	924.78
5	12	909.02
5	13	884.5
5	14	689.75
5	15	938.18
5	16	771.16
5	17	751.21
5	18	1220.19
5	19	817.99
5	20	532.3
5	21	650.23
5	22	1081.09
5	23	928.57
5	24	797.36
5	25	765.11
5	26	915.91
5	27	1121.65
5	28	758.21
5	29	868.99
5	30	635.14
5	31	924.92
5	32	704.48
5	33	731.07
5	34	850.17
5	35	860.7
5	36	479.41
5	37	589.59
5	38	1357.46
5	39	745.6
5	40	614.7
5	41	724.07
5	42	1094.67
5	43	577.21
5	44	787.44
5	45	821.16
5	46	852.72
5	47	666.22
5	48	805.93
5	49	906.91
5	50	1198.7
5	51	716.47
5	52	763.06
5	53	1065.02
5	54	626.23
5	55	581.42
5	56	956.37
5	57	554.13
5	58	943.31
5	59	820.09
5	60	1041.04
5	61	623.48
5	62	786.5
5	63	795.46
5	64	933.11
5	65	755.98
5	66	681.51
5	67	700.04
5	68	844.15
5	69	627.6
5	70	743.07
5	71	596.29
5	72	873.32
5	73	1133.92
5	74	899.94
5	75	537.37
5	76	763.98
5	77	911.22
5	78	743.27
5	79	1055.9
5	80	669.45
5	81	889.74
5	82	833.02
5	83	1043.25
5	84	616.23
5	85	1178.88
5	86	562.8
5	87	768.49
5	88	933.01
5	89	1080.62
5	90	1028.78
5	91	546.35
5	92	828.95
5	93	790.66
5	94	1122.13
5	95	629.51
5	96	956.06
5	97	927.74
5	98	982.69
5	99	976.99
10	0	1416.66
10	1	1739.61
10	2	1633.27
10	3	2163.32
10	4	2164.74
10	5	1595.76
10	6	1704.34
10	7	2150.4
10	8	1795.38
10	9	1844.13
10	10	2270.26
10	11	1846.67
10	12	1471.37
10	13	2090.25
10	14	1834.22
10	15	1911.56
10	16	1149.32
10	17	1543.82
10	18	1809.38
10	19	1865.84
10	20	1635.14
10	21	1957.2
10	22	1724.91
10	23	2163.26
10	24	2112.29
10	25	1781.36
10	26	2042
10	27	1887.62
10	28	2446.95
10	29	1932.09
10	30	1343.52
10	31	2015.81
10	32	1506.03
10	33	1458.14
10	34	1744.81
10	35	1668.01
10	36	1943.32
10	37	2373.7
10	38	1836.51
10	39	1471.42
10	40	1147.28
10	41	2241.91
10	42	1433.18
10	43	1515.12
10	44	1839.19
10	45	1813.85
10	46	970.48
10	47	2134.82
10	48	1825.64
10	49	1490.43
10	50	1496.62
10	51	1723.64
10	52	1733.15
10	53	2264.46
10	54	1668.56
10	55	1680.49
10	56	1669.24
10	57	2118.2
10	58	1892.3
10	59	2174.83
10	60	1885.16
10	61	1646.28
10	62	1664.75
10	63	2485.8
10	64	1830.38
10	65	1945.31
10	66	1961.64
10	67	2271.01
10	68	1600.73
10	69	1873.37
10	70	2319.58
10	71	1985.03
10	72	1490.12
10	73	1785.38
10	74	2285.27
10	75	1380.33
10	76	2341.64
10	77	1953.12
10	78	1522.44
10	79	2338.89
10	80	2529.17
10	81	2099.24
10	82	2352.36
10	83	1945.82
10	84	1791.57
10	85	2174.69
10	86	1689.15
10	87	1635.87
10	88	1541.03
10	89	1352.43
10	90	2255.17
10	91	2049.05
10	92	1530.24
10	93	2039.37
10	94	2249.86
10	95	1892.62
10	96	2043.07
10	97	2231.75
10	98	1751.42
10	99	1895.59
15	0	2933.48
15	1	3450.05
15	2	3658.76
15	3	2516.91
15	4	3377.59
15	5	2990
15	6	3352.88
15	7	3179.99
15	8	3013.93
15	9	3662.36
15	10	2863.18
15	11	2786.05
15	12	2801.45
15	13	2969.04
15	14	2455.2
15	15	3304.95
15	16	3493.14
15	17	3253.36
15	18	3154.77
15	19	3301.49
15	20	3093.42
15	21	2928.14
15	22	3051.28
15	23	3130.03
15	24	3441.62
15	25	3147.38
15	26	2777.67
15	27	2889.14
15	28	2825.06
15	29	2810.26
15	30	2821.06
15	31	2599.16
15	32	2686.55
15	33	3174.86
15	34	2641.41
15	35	2628.82
15	36	3289.71
15	37	3199.61
15	38	2618.63
15	39	3838.86
15	40	2549.28
15	41	2480.3
15	42	3131.63
15	43	3186.03
15	44	2731.91
15	45	2851.68
15	46	2672.1
15	47	3443.26
15	48	3440.97
15	49	3208.75
15	50	2876.96
15	51	3150.15
15	52	3201.7
15	53	3423.65
15	54	2562.18
15	55	2490.09
15	56	2612.67
15	57	2841.86
15	58	3079.54
15	59	3275.15
15	60	3728.42
15	61	3424.59
15	62	2641.71
15	63	2605.89
15	64	2702.25
15	65	2924.42
15	66	3166.48
15	67	2809.53
15	68	3080.31
15	69	2462.51
15	70	3472.97
15	71	3235.93
15	72	2818.93
15	73	2432.39
15	74	3173.96
15	75	2821.43
15	76	3275.07
15	77	2531.7
15	78	2999.83
15	79	2977.56
15	80	2689.49
15	81	3493.04
15	82	3213.92
15	83	3113.6
15	84	2729.46
15	85	3363.49
15	86	3106.87
15	87	2759.22
15	88	2330.13
15	89	2550.19
15	90	2860.78
15	91	2435.75
15	92	2763.02
15	93	2826.54
15	94	2691.5
15	95	2865.4
15	96	2232.6
15	97	2914.53
15	98	3522.74
15	99	3731.54
20	0	3976.78
20	1	3887.1
20	2	4061.02
20	3	3893.97
20	4	4519.58
20	5	4371.14
20	6	4288.81
20	7	4907.66
20	8	4479.88
20	9	3512.62
20	10	5468.57
20	11	3973.56
20	12	4502.44
20	13	4187.66
20	14	4701.92
20	15	4623.1
20	16	4271.16
20	17	4731.18
20	18	4766.14
20	19	4119.59
20	20	4286.21
20	21	4663.75
20	22	4544.58
20	23	3781.42
20	24	4129.43
20	25	4080.92
20	26	4107.25
20	27	4435.28
